code,nl
"function setLoyaltyRewardAmount ( uint256 newLoyaltyRewardAmount ) public onlyOwner { require ( newLoyaltyRewardAmount >= 0 && newLoyaltyRewardAmount <= 100 , ""Loyalty reward amount must be between 0 and 100."" ) ; uint256 loyaltyPeriodSeconds = loyaltyPeriodDays * 1 days ; for ( uint256 i = 0 ; i < membersArray . length ; i ++ ) { Member storage thisMember = members [ membersArray [ i ] ] ; uint256 elapsedTimeSinceEligible = block . timestamp - thisMember . startOfLoyaltyRewardEligibility ; if ( elapsedTimeSinceEligible >= loyaltyPeriodSeconds ) { uint256 numWholePeriods = SafeMath . div ( elapsedTimeSinceEligible , loyaltyPeriodSeconds ) ; uint256 rewardForEachPeriod = thisMember . stakeBalance * loyaltyRewardAmount / 100 ; thisMember . previouslyAppliedLoyaltyBalance += rewardForEachPeriod * numWholePeriods ; thisMember . startOfLoyaltyRewardEligibility += numWholePeriods * loyaltyPeriodSeconds ; } } loyaltyRewardAmount = newLoyaltyRewardAmount ; emit LoyaltyRewardChanged ( newLoyaltyRewardAmount ) ; }
","The loyalty reward amount is actually a rate from 0 to 100 that is used to calculate the proportion of stake balance that should be rewarded .
"
"function getPrice ( address ofAsset ) view returns ( uint price , uint timestamp ) { Data data = assetsToPrices [ ofAsset ] ; return ( data . price , data . timestamp ) ; }
","Gets price of an asset multiplied by ten to the power of assetDecimals
"
"function placeNewBet ( uint gameId , GameResults result ) public whenGameIsOpen ( gameId ) payable { if ( msg . value >= minimumBetAmount ) { uint betId = bets . push ( Bet ( gameId , result , msg . value , false ) ) - 1 ; betToAddress [ betId ] = msg . sender ; addressToBets [ msg . sender ] . push ( betId ) ; games [ gameId ] . bettorsCount = games [ gameId ] . bettorsCount . add ( 1 ) ; if ( result == GameResults . TeamA ) { games [ gameId ] . amountToTeamA = games [ gameId ] . amountToTeamA . add ( msg . value ) ; } else if ( result == GameResults . Draw ) { games [ gameId ] . amountToDraw = games [ gameId ] . amountToDraw . add ( msg . value ) ; } else if ( result == GameResults . TeamB ) { games [ gameId ] . amountToTeamB = games [ gameId ] . amountToTeamB . add ( msg . value ) ; } emit NewBetPlaced ( gameId , result , msg . value ) ; } }
","Place a new bet
"
"function validateAttestForSig ( address _subject , address _attester , address _requester , uint256 _reward , bytes32 _dataHash , bytes32 _requestNonce , bytes _delegationSig ) private { bytes32 _delegationDigest = generateAttestForDelegationSchemaHash ( _subject , _requester , _reward , _dataHash , _requestNonce ) ; require ( _attester == recoverSigner ( _delegationDigest , _delegationSig ) , 'Invalid AttestFor Signature' ) ; burnSignatureDigest ( _delegationDigest , _attester ) ; }
","Verify attester delegation signature is valid
"
"function initialiseMultisig ( address authority , uint unlockTime ) public payable returns ( bytes32 msigId ) { require ( msg . sender != authority ) ; require ( msg . value > 0 ) ; msigId = keccak256 ( msg . sender , authority , msg . value , unlockTime ) ; emit MultisigInitialised ( msigId ) ; Multisig storage multisig = multisigs [ msigId ] ; if ( multisig . deposit == 0 ) { multisig . owner = msg . sender ; multisig . authority = authority ; } reparametrizeMultisig ( msigId , unlockTime ) ; }
","Initialise and reparametrize Multisig
"
"function processProposal ( bytes32 _propID ) public { ParamProposal storage prop = proposals [ _propID ] ; address propOwner = prop . owner ; uint propDeposit = prop . deposit ; if ( canBeSet ( _propID ) ) { set ( prop . name , prop . value ) ; emit _ProposalAccepted ( _propID , prop . name , prop . value ) ; delete proposals [ _propID ] ; require ( token . transfer ( propOwner , propDeposit ) ) ; } else if ( challengeCanBeResolved ( _propID ) ) { resolveChallenge ( _propID ) ; } else if ( now > prop . processBy ) { emit _ProposalExpired ( _propID ) ; delete proposals [ _propID ] ; require ( token . transfer ( propOwner , propDeposit ) ) ; } else { revert ( ) ; } assert ( get ( ""dispensationPct"" ) <= 100 ) ; assert ( get ( ""pDispensationPct"" ) <= 100 ) ; now . add ( get ( ""pApplyStageLen"" ) ) . add ( get ( ""pCommitStageLen"" ) ) . add ( get ( ""pRevealStageLen"" ) ) . add ( PROCESSBY ) ; delete proposals [ _propID ] ; }
","for the provided proposal ID , set it , resolve its challenge , or delete it depending on whether it can be set , has a challenge which can be resolved , or if its `` process by '' date has passed
"
"function multiExecute ( address [ ] sellers , uint256 lastQuantity ) public payable returns ( uint256 totalVouchers ) { require ( enforceKyc == false || isAllowedTrade ( msg . sender ) , ""You are unknown and not allowed to trade."" ) ; totalVouchers = 0 ; for ( uint i = 0 ; i < sellers . length ; i ++ ) { TradeOrder memory to = orderBook [ sellers [ i ] ] ; if ( i == sellers . length - 1 ) { execute ( sellers [ i ] , lastQuantity , to . price ) ; totalVouchers += lastQuantity ; } else { execute ( sellers [ i ] , to . quantity , to . price ) ; totalVouchers += to . quantity ; } } return totalVouchers ; }
","Buy from multiple sellers at once to fill a single large order .
"
"function sponsorDAI ( uint _JobID , uint _amount ) public { require ( _JobID >= 0 ) ; require ( _amount > 0 ) ; Job storage job = Jobs [ _JobID ] ; if ( job . sponsors [ msg . sender ] == 0 ) { job . sponsorList . push ( msg . sender ) ; } job . sponsors [ msg . sender ] = job . sponsors [ msg . sender ] + _amount ; job . sponsoredTokens = job . sponsoredTokens + _amount ; emit DAISponsored ( _JobID , _amount , msg . sender ) ; require ( DAI . allowance ( msg . sender , address ( this ) ) >= _amount ) ; DAI . transferFrom ( msg . sender , address ( this ) , _amount ) ; }
","this function lets any registered address send DAI tokens to any Job as sponsored tokens
"
"function removeContract ( string _contractName ) external onlyContractOwner ( ""ContractManager"" , msg . sender ) { bytes memory contractNameBytes = bytes ( _contractName ) ; require ( contractNameBytes . length != 0 ) ; require ( keccak256 ( _contractName ) != keccak256 ( ""ContractManager"" ) ) ; require ( contracts [ _contractName ] != address ( 0 ) ) ; delete contracts [ _contractName ] ; emit ContractRemoved ( _contractName ) ; }
","Remove an existing contract
"
"function deposit ( uint256 amount ) returns ( bool ) { bool success ; uint256 balance ; ( success , balance ) = data . deposit ( amount ) ; if ( success == true ) { ChannelNewBalance ( data . manager . token ( ) , msg . sender , balance , 0 ) ; } return success ; }
","Caller makes a deposit into their channel balance .
"
"function operatorSend ( address _from , address _to , uint256 _amount , bytes _userData , bytes _operatorData ) public { require ( isOperatorFor ( msg . sender , _from ) ) ; doSend ( msg . sender , _from , _to , _amount , _userData , _operatorData , true ) ; }
","Send ` _amount ` of tokens on behalf of the address ` from ` to the address ` to ` .
"
"function setReferral ( address _target , address _broker , uint256 _amount ) onlyOwner public { require ( _target != 0x0 ) ; require ( _broker != 0x0 ) ; referrals [ _target ] = _broker ; emit SetReferral ( _target , _broker ) ; if ( _amount > 0x0 ) { uint256 brokerBonus = safeDiv ( safeMul ( _amount , referralBonus ) , hundredPercent ) ; bonus [ _broker ] = safeAdd ( bonus [ _broker ] , brokerBonus ) ; emit ReferralBonus ( _target , _broker , brokerBonus ) ; } }
","set Broker for Investor
"
"function setDefaultFee ( uint256 _newFee ) public onlyOwner whenNotPaused { tokenStorage_CD . setDefaultFee ( _newFee ) ; }
","Change the default fee associated with going from CarbonUSD to a WhitelistedToken .
"
"function setCoordinator ( address _coordinator ) external onlyOwner { _validateAddress ( _coordinator ) ; coordinator = _coordinator ; }
","Sets the coordinator address .
"
"function receiveApproval ( address _from , uint256 _value , address _token , bytes _extraData ) public { _extraData ; require ( _token == holdingToken ) ; ERC20 ( holdingToken ) . transferFrom ( _from , address ( this ) , _value ) ; totalReceived = totalReceived . add ( _value ) ; }
","Method what should be called with external contract to receive tokens
"
"function setDefaultFee ( uint256 _fee ) public onlyOwner { uint256 oldFee = defaultFee ; defaultFee = _fee ; if ( oldFee != defaultFee ) emit DefaultFeeChanged ( oldFee , _fee ) ; }
","Sets the default fee for burning CarbonDollar into a whitelisted stablecoin .
"
"function _supportsERC165 ( address account ) internal view returns ( bool ) { return _supportsERC165Interface ( account , _InterfaceId_ERC165 ) && ! _supportsERC165Interface ( account , _InterfaceId_Invalid ) ; }
","Query if a contract supports ERC165
"
"function tokenURI ( uint256 _tokenId ) external view returns ( string ) { require ( _exists ( _tokenId ) ) ; return _tokenURIs [ _tokenId ] ; }
","A distinct Uniform Resource Identifier ( URI ) for a given asset .
"
"function countOfDeeds ( ) public view returns ( uint256 ) { return identifiers . length ; }
","Returns the total number of deeds currently in existence .
"
"function iterateInvestors ( uint256 _start , uint256 _end ) external view returns ( address [ ] ) { require ( _end <= investorData . investors . length , ""Invalid end"" ) ; address [ ] memory investors = new address [ ] ( _end . sub ( _start ) ) ; uint256 index = 0 ; for ( uint256 i = _start ; i < _end ; i ++ ) { investors [ index ] = investorData . investors [ i ] ; index ++ ; } return investors ; }
","generates subset of investors NB - can be used in batches if investor list is large
"
"function destroy ( address [ ] _tokens ) public onlyOwner { for ( uint256 i = 0 ; i < _tokens . length ; i ++ ) { ERC20Basic token = ERC20Basic ( _tokens [ i ] ) ; uint256 balance = token . balanceOf ( this ) ; token . transfer ( owner , balance ) ; } selfdestruct ( owner ) ; }
","The called token contracts could try to re-enter this contract .
"
"function ( ) public payable whenNotPaused { uint256 size ; address sender = msg . sender ; assembly { size := extcodesize ( sender ) } if ( size == 0 ) { errorReporter . revertTx ( ""EOA cannot send ether to primary fallback"" ) ; } }
","payable fallback to allow handler or exchange contracts to return ether
"
"function exchangeEtherForSynths ( ) public payable pricesNotStale notPaused returns ( uint ) { uint ethToSend ; uint requestedToPurchase = msg . value . multiplyDecimal ( usdToEthPrice ) ; uint remainingToFulfill = requestedToPurchase ; for ( uint i = depositStartIndex ; remainingToFulfill > 0 && i < depositEndIndex ; i ++ ) { synthDeposit memory deposit = deposits [ i ] ; if ( deposit . user == address ( 0 ) ) { depositStartIndex = depositStartIndex . add ( 1 ) ; } else { if ( deposit . amount > remainingToFulfill ) { deposit . amount = deposit . amount . sub ( remainingToFulfill ) ; totalSellableDeposits = totalSellableDeposits . sub ( remainingToFulfill ) ; ethToSend = remainingToFulfill . divideDecimal ( usdToEthPrice ) ; if ( ! deposit . user . send ( ethToSend ) ) { fundsWallet . transfer ( ethToSend ) ; emit NonPayableContract ( deposit . user , ethToSend ) ; } else { emit ClearedDeposit ( msg . sender , deposit . user , ethToSend , remainingToFulfill , i ) ; } synth . transfer ( msg . sender , remainingToFulfill ) ; remainingToFulfill = 0 ; } else if ( deposit . amount <= remainingToFulfill ) { delete deposits [ i ] ; depositStartIndex = depositStartIndex . add ( 1 ) ; totalSellableDeposits = totalSellableDeposits . sub ( deposit . amount ) ; ethToSend = deposit . amount . divideDecimal ( usdToEthPrice ) ; if ( ! deposit . user . send ( ethToSend ) ) { fundsWallet . transfer ( ethToSend ) ; emit NonPayableContract ( deposit . user , ethToSend ) ; } else { emit ClearedDeposit ( msg . sender , deposit . user , ethToSend , deposit . amount , i ) ; } synth . transfer ( msg . sender , deposit . amount ) ; remainingToFulfill = remainingToFulfill . sub ( deposit . amount ) ; } } } if ( remainingToFulfill > 0 ) { msg . sender . transfer ( remainingToFulfill . divideDecimal ( usdToEthPrice ) ) ; } uint fulfilled = requestedToPurchase . sub ( remainingToFulfill ) ; if ( fulfilled > 0 ) { emit Exchange ( ""ETH"" , msg . value , ""sUSD"" , fulfilled ) ; } return fulfilled ; }
","Exchange ETH to sUSD .
"
"function proxyTransferFromWithReference ( address _from , address _to , uint _value , bytes32 _symbol , string _reference , address _sender ) public onlyProxy ( _symbol ) onlyAfterBlock ( _symbol ) returns ( uint ) { TransactionContext memory txContext ; txContext . sender = _sender ; txContext . to = _to ; txContext . from = _from ; txContext . toHolderId = _createHolderId ( _to ) ; txContext . fromHolderId = getHolderId ( _from ) ; txContext . senderHolderId = _to == _sender ? txContext . toHolderId : getHolderId ( _sender ) ; return _transfer ( _value , _symbol , _reference , txContext ) ; }
","Performs allowance transfer of asset balance between holders wallets .
"
"function approveAndCall ( address _spender , uint256 _value , bytes _extraData ) public returns ( bool success ) { require ( ! tokenFrozen ) ; tokenRecipient spender = tokenRecipient ( _spender ) ; approve ( _spender , _value ) ; spender . receiveApproval ( msg . sender , _value , this , _extraData ) ; return true ; }
","` msg.sender ` approves ` _spender ` to send ` _value ` tokens on its behalf , and then a function is triggered in the contract that is being approved , ` _spender ` .
"
"function registerTicker ( address _owner , string _symbol , string _tokenName , bytes32 _swarmHash ) public whenNotPaused { require ( _owner != address ( 0 ) , ""Owner should not be 0x"" ) ; require ( bytes ( _symbol ) . length > 0 && bytes ( _symbol ) . length <= 10 , ""Ticker length should always between 0 & 10"" ) ; if ( registrationFee > 0 ) require ( ERC20 ( polyToken ) . transferFrom ( msg . sender , this , registrationFee ) , ""Failed transferFrom because of sufficent Allowance is not provided"" ) ; string memory symbol = upper ( _symbol ) ; require ( expiryCheck ( symbol ) , ""Ticker is already reserved"" ) ; registeredSymbols [ symbol ] = SymbolDetails ( _owner , now , _tokenName , _swarmHash , false ) ; emit LogRegisterTicker ( _owner , symbol , _tokenName , _swarmHash , now ) ; }
","its ownership .
"
